table_id,calendar_year,recid,symbol,page,schedule_number,base_schedule_number,fund_code,fund_name,table_kind,column_boundaries,row_count,csv_path
2024-p316-voluntary-contribution-receivable-4.8.1-y078,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,316,4.8.1,4.8,DXA,Trust Fund for Disaster Reduction,voluntary_contribution_receivable,"[0.0, 291.0, 364.89, 444.29, 613.0]",27,data/trust-fund-schedules/stage1/tables/2024-p316-voluntary-contribution-receivable-4.8.1-y078.csv
2024-p316-voluntary-contribution-4.8.1-y321,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,316,4.8.1,4.8,DXA,Trust Fund for Disaster Reduction,voluntary_contribution,"[0.0, 283.58, 372.27, 450.15, 518.9, 613.0]",32,data/trust-fund-schedules/stage1/tables/2024-p316-voluntary-contribution-4.8.1-y321.csv
2024-p317-other-transfer-allocation-contributions-4.8.1-y079,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,317,4.8.1,4.8,DXA,Trust Fund for Disaster Reduction,other_transfer_allocation_contributions,"[0.0, 290.95, 364.92, 442.67, 613.0]",10,data/trust-fund-schedules/stage1/tables/2024-p317-other-transfer-allocation-contributions-4.8.1-y079.csv
2024-p317-other-transfer-allocation-internal-transfers-4.8.1-y173,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,317,4.8.1,4.8,DXA,Trust Fund for Disaster Reduction,other_transfer_allocation_internal_transfers,"[0.0, 290.95, 364.92, 442.67, 613.0]",6,data/trust-fund-schedules/stage1/tables/2024-p317-other-transfer-allocation-internal-transfers-4.8.1-y173.csv
2024-p318-financial-position-4.9-y138,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,318,4.9,4.9,HCA,Trust Fund for the Support to the Activities of the Centre for Human Rights,financial_position,"[0.0, 277.57, 381.77, 492.95, 613.0]",42,data/trust-fund-schedules/stage1/tables/2024-p318-financial-position-4.9-y138.csv
2024-p319-financial-performance-4.9-y112,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,319,4.9,4.9,HCA,Trust Fund for the Support to the Activities of the Centre for Human Rights,financial_performance,"[0.0, 277.57, 381.8, 493.34, 613.0]",19,data/trust-fund-schedules/stage1/tables/2024-p319-financial-performance-4.9-y112.csv
2024-p319-changes-in-net-assets-4.9-y410,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,319,4.9,4.9,HCA,Trust Fund for the Support to the Activities of the Centre for Human Rights,changes_in_net_assets,"[0.0, 447.0, 613.0]",9,data/trust-fund-schedules/stage1/tables/2024-p319-changes-in-net-assets-4.9-y410.csv
2024-p320-voluntary-contribution-receivable-4.9-y078,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,320,4.9,4.9,HCA,Trust Fund for the Support to the Activities of the Centre for Human Rights,voluntary_contribution_receivable,"[0.0, 283.23, 360.64, 442.43, 613.0]",37,data/trust-fund-schedules/stage1/tables/2024-p320-voluntary-contribution-receivable-4.9-y078.csv
2024-p320-voluntary-contribution-4.9-y402,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,320,4.9,4.9,HCA,Trust Fund for the Support to the Activities of the Centre for Human Rights,voluntary_contribution,"[0.0, 298.95, 375.63, 448.23, 517.16, 613.0]",43,data/trust-fund-schedules/stage1/tables/2024-p320-voluntary-contribution-4.9-y402.csv
2024-p321-voluntary-contribution-4.9-y055,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,321,4.9,4.9,HCA,Trust Fund for the Support to the Activities of the Centre for Human Rights,voluntary_contribution,"[0.0, 298.95, 375.63, 448.23, 517.16, 613.0]",45,data/trust-fund-schedules/stage1/tables/2024-p321-voluntary-contribution-4.9-y055.csv
2024-p321-other-transfer-allocation-contributions-4.9-y441,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,321,4.9,4.9,HCA,Trust Fund for the Support to the Activities of the Centre for Human Rights,other_transfer_allocation_contributions,"[0.0, 283.27, 360.6, 440.81, 613.0]",7,data/trust-fund-schedules/stage1/tables/2024-p321-other-transfer-allocation-contributions-4.9-y441.csv
2024-p321-other-transfer-allocation-internal-transfers-4.9-y501,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,321,4.9,4.9,HCA,Trust Fund for the Support to the Activities of the Centre for Human Rights,other_transfer_allocation_internal_transfers,"[0.0, 283.27, 360.6, 440.81, 613.0]",10,data/trust-fund-schedules/stage1/tables/2024-p321-other-transfer-allocation-internal-transfers-4.9-y501.csv
2024-p322-financial-position-4.10-y138,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,322,4.10,4.10,HYA,Trust Fund for Human Security,financial_position,"[0.0, 301.0, 393.5, 492.97, 613.0]",41,data/trust-fund-schedules/stage1/tables/2024-p322-financial-position-4.10-y138.csv
2024-p323-financial-performance-4.10-y112,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,323,4.10,4.10,HYA,Trust Fund for Human Security,financial_performance,"[0.0, 277.57, 381.8, 493.34, 613.0]",18,data/trust-fund-schedules/stage1/tables/2024-p323-financial-performance-4.10-y112.csv
2024-p323-changes-in-net-assets-4.10-y397,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,323,4.10,4.10,HYA,Trust Fund for Human Security,changes_in_net_assets,"[0.0, 447.0, 613.0]",9,data/trust-fund-schedules/stage1/tables/2024-p323-changes-in-net-assets-4.10-y397.csv
2024-p324-voluntary-contribution-4.10.1-y078,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,324,4.10.1,4.10,HYA,Trust Fund for Human Security,voluntary_contribution,"[0.0, 283.58, 372.27, 450.15, 518.9, 613.0]",10,data/trust-fund-schedules/stage1/tables/2024-p324-voluntary-contribution-4.10.1-y078.csv
2024-p325-financial-position-4.11-y138,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,325,4.11,4.11,IHA,United Nations Voluntary Fund for Indigenous Populations,financial_position,"[0.0, 277.57, 381.77, 492.95, 613.0]",41,data/trust-fund-schedules/stage1/tables/2024-p325-financial-position-4.11-y138.csv
2024-p326-financial-performance-4.11-y112,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,326,4.11,4.11,IHA,United Nations Voluntary Fund for Indigenous Populations,financial_performance,"[0.0, 277.57, 381.8, 493.34, 613.0]",19,data/trust-fund-schedules/stage1/tables/2024-p326-financial-performance-4.11-y112.csv
2024-p326-changes-in-net-assets-4.11-y410,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,326,4.11,4.11,IHA,United Nations Voluntary Fund for Indigenous Populations,changes_in_net_assets,"[0.0, 447.0, 613.0]",9,data/trust-fund-schedules/stage1/tables/2024-p326-changes-in-net-assets-4.11-y410.csv
2024-p327-voluntary-contribution-receivable-4.11.1-y078,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,327,4.11.1,4.11,IHA,United Nations Voluntary Fund for Indigenous Populations,voluntary_contribution_receivable,"[0.0, 291.0, 364.89, 444.29, 613.0]",10,data/trust-fund-schedules/stage1/tables/2024-p327-voluntary-contribution-receivable-4.11.1-y078.csv
2024-p327-voluntary-contribution-4.11.1-y189,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,327,4.11.1,4.11,IHA,United Nations Voluntary Fund for Indigenous Populations,voluntary_contribution,"[0.0, 283.58, 372.27, 450.15, 518.9, 613.0]",15,data/trust-fund-schedules/stage1/tables/2024-p327-voluntary-contribution-4.11.1-y189.csv
2024-p328-financial-position-4.12-y138,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,328,4.12,4.12,MNA,Voluntary Trust Fund for Assistance in Mine Action,financial_position,"[0.0, 277.57, 381.77, 492.95, 613.0]",42,data/trust-fund-schedules/stage1/tables/2024-p328-financial-position-4.12-y138.csv
2024-p329-financial-performance-4.12-y112,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,329,4.12,4.12,MNA,Voluntary Trust Fund for Assistance in Mine Action,financial_performance,"[0.0, 277.57, 381.8, 493.34, 613.0]",18,data/trust-fund-schedules/stage1/tables/2024-p329-financial-performance-4.12-y112.csv
2024-p329-changes-in-net-assets-4.12-y397,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,329,4.12,4.12,MNA,Voluntary Trust Fund for Assistance in Mine Action,changes_in_net_assets,"[0.0, 447.0, 613.0]",9,data/trust-fund-schedules/stage1/tables/2024-p329-changes-in-net-assets-4.12-y397.csv
2024-p330-voluntary-contribution-receivable-4.12.1-y078,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,330,4.12.1,4.12,MNA,Voluntary Trust Fund for Assistance in Mine Action,voluntary_contribution_receivable,"[0.0, 291.0, 364.89, 444.29, 613.0]",18,data/trust-fund-schedules/stage1/tables/2024-p330-voluntary-contribution-receivable-4.12.1-y078.csv
2024-p330-voluntary-contribution-4.12.1-y251,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,330,4.12.1,4.12,MNA,Voluntary Trust Fund for Assistance in Mine Action,voluntary_contribution,"[0.0, 283.58, 372.27, 450.15, 518.9, 613.0]",41,data/trust-fund-schedules/stage1/tables/2024-p330-voluntary-contribution-4.12.1-y251.csv
2024-p331-financial-position-4.13-y138,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,331,4.13,4.13,SHA,United Nations Trust Fund on Contemporary Forms of Slavery,financial_position,"[0.0, 277.57, 381.77, 492.95, 613.0]",41,data/trust-fund-schedules/stage1/tables/2024-p331-financial-position-4.13-y138.csv
2024-p332-financial-performance-4.13-y112,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,332,4.13,4.13,SHA,United Nations Trust Fund on Contemporary Forms of Slavery,financial_performance,"[0.0, 277.57, 381.8, 493.34, 613.0]",18,data/trust-fund-schedules/stage1/tables/2024-p332-financial-performance-4.13-y112.csv
2024-p332-changes-in-net-assets-4.13-y397,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,332,4.13,4.13,SHA,United Nations Trust Fund on Contemporary Forms of Slavery,changes_in_net_assets,"[0.0, 447.0, 613.0]",9,data/trust-fund-schedules/stage1/tables/2024-p332-changes-in-net-assets-4.13-y397.csv
2024-p333-voluntary-contribution-receivable-4.13.1-y078,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,333,4.13.1,4.13,SHA,United Nations Trust Fund on Contemporary Forms of Slavery,voluntary_contribution_receivable,"[0.0, 291.0, 364.89, 444.29, 613.0]",7,data/trust-fund-schedules/stage1/tables/2024-p333-voluntary-contribution-receivable-4.13.1-y078.csv
2024-p333-voluntary-contribution-4.13.1-y165,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,333,4.13.1,4.13,SHA,United Nations Trust Fund on Contemporary Forms of Slavery,voluntary_contribution,"[0.0, 283.58, 372.27, 450.15, 518.9, 613.0]",16,data/trust-fund-schedules/stage1/tables/2024-p333-voluntary-contribution-4.13.1-y165.csv
2024-p334-financial-position-4.15-y138,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,334,4.15,4.15,UPR,Voluntary Fund for Financial and Technical Assistance for the Implementation of the Universal Periodic Review,financial_position,"[0.0, 277.57, 381.77, 492.95, 613.0]",41,data/trust-fund-schedules/stage1/tables/2024-p334-financial-position-4.15-y138.csv
2024-p335-financial-performance-4.15-y112,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,335,4.15,4.15,UPR,Voluntary Fund for Financial and Technical Assistance for the Implementation of the Universal Periodic Review,financial_performance,"[0.0, 277.57, 381.8, 493.34, 613.0]",18,data/trust-fund-schedules/stage1/tables/2024-p335-financial-performance-4.15-y112.csv
2024-p335-changes-in-net-assets-4.15-y397,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,335,4.15,4.15,UPR,Voluntary Fund for Financial and Technical Assistance for the Implementation of the Universal Periodic Review,changes_in_net_assets,"[0.0, 447.0, 613.0]",9,data/trust-fund-schedules/stage1/tables/2024-p335-changes-in-net-assets-4.15-y397.csv
2024-p336-voluntary-contribution-receivable-4.15.1-y078,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,336,4.15.1,4.15,UPR,Voluntary Fund for Financial and Technical Assistance for the Implementation of the Universal Periodic Review,voluntary_contribution_receivable,"[0.0, 291.0, 364.89, 444.29, 613.0]",6,data/trust-fund-schedules/stage1/tables/2024-p336-voluntary-contribution-receivable-4.15.1-y078.csv
2024-p336-voluntary-contribution-4.15.1-y158,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,336,4.15.1,4.15,UPR,Voluntary Fund for Financial and Technical Assistance for the Implementation of the Universal Periodic Review,voluntary_contribution,"[0.0, 283.58, 372.27, 450.15, 518.9, 613.0]",17,data/trust-fund-schedules/stage1/tables/2024-p336-voluntary-contribution-4.15.1-y158.csv
2024-p337-financial-position-4.16-y138,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,337,4.16,4.16,VPU,Voluntary Fund for Participation in the Universal Periodic Review,financial_position,"[0.0, 301.0, 393.5, 492.97, 613.0]",41,data/trust-fund-schedules/stage1/tables/2024-p337-financial-position-4.16-y138.csv
2024-p338-financial-performance-4.16-y112,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,338,4.16,4.16,VPU,Voluntary Fund for Participation in the Universal Periodic Review,financial_performance,"[0.0, 277.57, 381.8, 493.34, 613.0]",18,data/trust-fund-schedules/stage1/tables/2024-p338-financial-performance-4.16-y112.csv
2024-p338-changes-in-net-assets-4.16-y397,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,338,4.16,4.16,VPU,Voluntary Fund for Participation in the Universal Periodic Review,changes_in_net_assets,"[0.0, 447.0, 613.0]",9,data/trust-fund-schedules/stage1/tables/2024-p338-changes-in-net-assets-4.16-y397.csv
2024-p339-voluntary-contribution-4.16.1-y078,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,339,4.16.1,4.16,VPU,Voluntary Fund for Participation in the Universal Periodic Review,voluntary_contribution,"[0.0, 283.58, 372.27, 450.15, 518.9, 613.0]",12,data/trust-fund-schedules/stage1/tables/2024-p339-voluntary-contribution-4.16.1-y078.csv
2024-p340-financial-position-4.17-y138,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,340,4.17,4.17,VTA,Voluntary Technical Assistance Trust Fund to Support the Paticipation of Least Developed Countries & Small Island Developing States in the work of the Human Rights Council,financial_position,"[0.0, 277.57, 381.77, 492.95, 613.0]",41,data/trust-fund-schedules/stage1/tables/2024-p340-financial-position-4.17-y138.csv
2024-p341-financial-performance-4.17-y112,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,341,4.17,4.17,VTA,Voluntary Technical Assistance Trust Fund to Support the Paticipation of Least Developed Countries & Small Island Developing States in the work of the Human Rights Council,financial_performance,"[0.0, 277.57, 381.8, 493.34, 613.0]",19,data/trust-fund-schedules/stage1/tables/2024-p341-financial-performance-4.17-y112.csv
2024-p341-changes-in-net-assets-4.17-y410,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,341,4.17,4.17,VTA,Voluntary Technical Assistance Trust Fund to Support the Paticipation of Least Developed Countries & Small Island Developing States in the work of the Human Rights Council,changes_in_net_assets,"[0.0, 447.0, 613.0]",9,data/trust-fund-schedules/stage1/tables/2024-p341-changes-in-net-assets-4.17-y410.csv
2024-p342-voluntary-contribution-receivable-4.17.1-y078,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,342,4.17.1,4.17,VTA,Voluntary Technical Assistance Trust Fund to Support the Paticipation of Least Developed Countries & Small Island Developing States in the work of the Human Rights Council,voluntary_contribution_receivable,"[0.0, 291.0, 364.89, 444.29, 613.0]",7,data/trust-fund-schedules/stage1/tables/2024-p342-voluntary-contribution-receivable-4.17.1-y078.csv
2024-p342-voluntary-contribution-4.17.1-y165,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,342,4.17.1,4.17,VTA,Voluntary Technical Assistance Trust Fund to Support the Paticipation of Least Developed Countries & Small Island Developing States in the work of the Human Rights Council,voluntary_contribution,"[0.0, 283.58, 372.27, 450.15, 518.9, 613.0]",34,data/trust-fund-schedules/stage1/tables/2024-p342-voluntary-contribution-4.17.1-y165.csv
2024-p343-financial-position-5.1-y138,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,343,5.1,5.1,ERA,Development Forum Trust Fund,financial_position,"[0.0, 301.0, 393.5, 492.97, 613.0]",41,data/trust-fund-schedules/stage1/tables/2024-p343-financial-position-5.1-y138.csv
2024-p344-financial-performance-5.1-y112,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,344,5.1,5.1,ERA,Development Forum Trust Fund,financial_performance,"[0.0, 301.1, 393.6, 493.4, 613.0]",18,data/trust-fund-schedules/stage1/tables/2024-p344-financial-performance-5.1-y112.csv
2024-p344-changes-in-net-assets-5.1-y397,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,344,5.1,5.1,ERA,Development Forum Trust Fund,changes_in_net_assets,"[0.0, 447.0, 613.0]",9,data/trust-fund-schedules/stage1/tables/2024-p344-changes-in-net-assets-5.1-y397.csv
2024-p345-financial-position-5.2-y138,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,345,5.2,5.2,ESA,Trust Fund for Economic and Social Information,financial_position,"[0.0, 277.57, 381.77, 492.95, 613.0]",41,data/trust-fund-schedules/stage1/tables/2024-p345-financial-position-5.2-y138.csv
2024-p346-financial-performance-5.2-y112,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,346,5.2,5.2,ESA,Trust Fund for Economic and Social Information,financial_performance,"[0.0, 277.57, 381.8, 493.34, 613.0]",18,data/trust-fund-schedules/stage1/tables/2024-p346-financial-performance-5.2-y112.csv
2024-p346-changes-in-net-assets-5.2-y397,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,346,5.2,5.2,ESA,Trust Fund for Economic and Social Information,changes_in_net_assets,"[0.0, 447.0, 613.0]",9,data/trust-fund-schedules/stage1/tables/2024-p346-changes-in-net-assets-5.2-y397.csv
2024-p347-voluntary-contribution-receivable-5.2.1-y079,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,347,5.2.1,5.2,ESA,Trust Fund for Economic and Social Information,voluntary_contribution_receivable,"[0.0, 281.87, 358.21, 440.16, 613.0]",14,data/trust-fund-schedules/stage1/tables/2024-p347-voluntary-contribution-receivable-5.2.1-y079.csv
2024-p347-voluntary-contribution-5.2.1-y233,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,347,5.2.1,5.2,ESA,Trust Fund for Economic and Social Information,voluntary_contribution,"[0.0, 274.49, 365.93, 446.19, 517.12, 613.0]",22,data/trust-fund-schedules/stage1/tables/2024-p347-voluntary-contribution-5.2.1-y233.csv
2024-p347-other-transfer-allocation-contributions-5.2.1-y452,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,347,5.2.1,5.2,ESA,Trust Fund for Economic and Social Information,other_transfer_allocation_contributions,"[0.0, 281.92, 358.26, 438.56, 613.0]",17,data/trust-fund-schedules/stage1/tables/2024-p347-other-transfer-allocation-contributions-5.2.1-y452.csv
2024-p347-other-transfer-allocation-internal-transfers-5.2.1-y605,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,347,5.2.1,5.2,ESA,Trust Fund for Economic and Social Information,other_transfer_allocation_internal_transfers,"[0.0, 281.92, 358.26, 438.56, 613.0]",7,data/trust-fund-schedules/stage1/tables/2024-p347-other-transfer-allocation-internal-transfers-5.2.1-y605.csv
2024-p348-financial-position-5.3-y138,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,348,5.3,5.3,GCU,United Nations Trust Fund for Government Contributions to UNICS,financial_position,"[0.0, 301.0, 393.5, 492.97, 613.0]",41,data/trust-fund-schedules/stage1/tables/2024-p348-financial-position-5.3-y138.csv
2024-p349-financial-performance-5.3-y112,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,349,5.3,5.3,GCU,United Nations Trust Fund for Government Contributions to UNICS,financial_performance,"[0.0, 277.57, 381.8, 493.34, 613.0]",18,data/trust-fund-schedules/stage1/tables/2024-p349-financial-performance-5.3-y112.csv
2024-p349-changes-in-net-assets-5.3-y397,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,349,5.3,5.3,GCU,United Nations Trust Fund for Government Contributions to UNICS,changes_in_net_assets,"[0.0, 447.0, 613.0]",9,data/trust-fund-schedules/stage1/tables/2024-p349-changes-in-net-assets-5.3-y397.csv
2024-p350-voluntary-contribution-5.3.1-y080,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,350,5.3.1,5.3,GCU,United Nations Trust Fund for Government Contributions to UNICS,voluntary_contribution,"[0.0, 251.65, 348.55, 433.76, 509.1, 613.0]",16,data/trust-fund-schedules/stage1/tables/2024-p350-voluntary-contribution-5.3.1-y080.csv
2024-p351-financial-position-6.1-y138,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,351,6.1,6.1,ACM,Trust Fund in Support of General Assembly and Conference Management Activities,financial_position,"[0.0, 277.57, 381.77, 492.95, 613.0]",41,data/trust-fund-schedules/stage1/tables/2024-p351-financial-position-6.1-y138.csv
2024-p352-financial-performance-6.1-y112,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,352,6.1,6.1,ACM,Trust Fund in Support of General Assembly and Conference Management Activities,financial_performance,"[0.0, 277.57, 381.8, 493.34, 613.0]",18,data/trust-fund-schedules/stage1/tables/2024-p352-financial-performance-6.1-y112.csv
2024-p352-changes-in-net-assets-6.1-y397,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,352,6.1,6.1,ACM,Trust Fund in Support of General Assembly and Conference Management Activities,changes_in_net_assets,"[0.0, 447.0, 613.0]",9,data/trust-fund-schedules/stage1/tables/2024-p352-changes-in-net-assets-6.1-y397.csv
2024-p353-voluntary-contribution-receivable-6.1.1-y080,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,353,6.1.1,6.1,ACM,Trust Fund in Support of General Assembly and Conference Management Activities,voluntary_contribution_receivable,"[0.0, 273.41, 352.07, 436.44, 613.0]",8,data/trust-fund-schedules/stage1/tables/2024-p353-voluntary-contribution-receivable-6.1.1-y080.csv
2024-p353-voluntary-contribution-6.1.1-y180,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,353,6.1.1,6.1,ACM,Trust Fund in Support of General Assembly and Conference Management Activities,voluntary_contribution,"[0.0, 265.58, 359.95, 442.68, 515.69, 613.0]",10,data/trust-fund-schedules/stage1/tables/2024-p353-voluntary-contribution-6.1.1-y180.csv
2024-p354-financial-position-6.2-y138,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,354,6.2,6.2,CCS,Trust Fund for Climate Change Support,financial_position,"[0.0, 277.57, 381.77, 492.95, 613.0]",41,data/trust-fund-schedules/stage1/tables/2024-p354-financial-position-6.2-y138.csv
2024-p355-financial-performance-6.2-y112,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,355,6.2,6.2,CCS,Trust Fund for Climate Change Support,financial_performance,"[0.0, 277.57, 381.8, 493.34, 613.0]",18,data/trust-fund-schedules/stage1/tables/2024-p355-financial-performance-6.2-y112.csv
2024-p355-changes-in-net-assets-6.2-y397,2024,4087012.0,(DMSPC/OPPFB) FINANCIAL STATEMENTS FOR THE YEAR ENDED 31 DECEMBER 2024,355,6.2,6.2,CCS,Trust Fund for Climate Change Support,changes_in_net_assets,"[0.0, 447.0, 613.0]",9,data/trust-fund-schedules/stage1/tables/2024-p355-changes-in-net-assets-6.2-y397.csv
