calendar_year,fund_code,fund_name,base_schedule_number,recid,first_pdf_page
2021,KJA,Trust Fund to Assist Members of the Commission on the Limits of the Continental Shelf from Developing States to Participate in its Meetings,2.5,3984139.0,149
2021,KRT,UNAKRT - UN Assistance for the Khmer Rouge Trials,3.21,3984139.0,222
2021,KSA,Trust Fund in Support of the United Nations Forum on Forests,3.22,3984139.0,225
2021,KUA,Trust Fund to Assist Developing States in the Preparation of Submissions to the Commission on the Limits of the Continental Shelf,2.6,3984139.0,152
2021,LAC,ECLAC - Miscellaneous Project Accounts,3.23,3984139.0,228
2021,LEA,Library Endowment Fund,6.10,3984139.0,370
2021,LJA,Trust Fund for Special Projects of the Secretary-General,6.11,3984139.0,372
2021,LLA,Trust Fund in Support of the Department of Peacekeeping Operations,1.20,3984139.0,61
2021,LLB,Trust Fund in Support of the Department of Operational Support,1.44,3984139.0,122
2021,LLS,"Trust Fund in Support of Activities Undertaken by the Office of the High Representative for the Least Developed Countries, Landlocked Developing Countries and Small Island Developing States (OHRLLS)",3.24,3984139.0,231
2021,LPD,Trust Fund to Support Lasting Peace in Darfur,1.21,3984139.0,64
2021,LRA,Trust Fund for the Financing of the Implementation of the Convention on Long-Range Transboundary Air Pollution,3.25,3984139.0,234
2021,LSS,Trust Fund for UNOG Local Support Services,6.12,3984139.0,375
2021,MIS,Trust Fund in Support of the African-led International Support Mission in the Central African Republic (MISCA),1.22,3984139.0,67
2021,MNA,Voluntary Trust Fund for Assistance in Mine Action,4.12,3984139.0,319
2021,MSM,Trust Fund in Support of the African-led International Support Mission in Mali,1.23,3984139.0,69
2021,MYM,Trust Fund in Support of Executing the Mandate of the Special Envoy of Secretary-General on Myanmar (SESG- Myanmar),1.50,3984139.0,140
2021,NAA,Trust Fund for the Support of Activities of OSAA to the New Partnership for Africa's Development (NEPAD) and Tokyo International Conference on African Development (TICAD) Process,3.27,3984139.0,237
2021,NGA,Trust Fund to Support Peace Process in the Democratic Republic of Congo,1.24,3984139.0,71
2021,NNA,Trust Fund for Children and Armed Conflict,1.25,3984139.0,73
2021,OAU,"Trust Fund to Support the rkl^r Pursuant to Security Councils OOPM (OMNS), OPTU (OMNT) and OQRT (OMNV)",1.45,3984139.0,126
2021,OTB,Trust Fund to Support the Launch and Operationalization of the Technology Bank for LDCs,3.28,3984139.0,239
2021,OUN,Technical Cooperation Trust Fund for One UN Projects Implemented by UNCTAD,3.29,3984139.0,242
2021,PDF,Trust Fund for United Nations Peace and Development,3.30,3984139.0,245
2021,PGA,Trust Fund for Population and Development,3.31,3984139.0,248
2021,PIA,Trust Fund for Public Awareness on Disarmament Affairs,1.47,3984139.0,132
2021,PIL,Trust Fund for the Office of Legal Affairs to Support the Promotion of International Law,2.7,3984139.0,154
2021,PSM,Trust Fund in Support of Peace and Security in Mali,1.27,3984139.0,76
2021,PSO,Trust Fund for the Peacebuilding Support Office,1.28,3984139.0,79
2021,PYA,Trust Fund for Preventive Action,1.29,3984139.0,82
2021,QGA,United Nations Fund for International Partnership (UNFIP),7.1,3984139.0,402
2021,QGB,Trust Fund for Partnerships,7.2,3984139.0,405
2021,QOA,United Nations Trust Fund for Enhancing Professional Capacity in Internal Oversight Functions,6.13,3984139.0,378
2021,RIA,United Nations Research Institute for Social Development,3.32,3984139.0,251
2021,RMB,Trust Fund to Support the Activities of the International Residual Mechanism for Criminal Tribunals,2.8,3984139.0,157
2021,ROD,Trust Fund in Support of the United Nations Register of Damage,1.30,3984139.0,84
2021,RSS,Trust Fund for the United Nations Mission in South Sudan,1.48,3984139.0,134
2021,SAU,Trust Fund in Support of the African Union Mission to Somalia (AMISOM),1.31,3984139.0,87
2021,SBA,Trust Fund in Support of United Nations Programme on Peaceful Uses of Outer Space,1.32,3984139.0,90
2021,SCC,Trust Fund to support the Syrian Constitutional Committee,1.49,3984139.0,137
2021,SCS,Trust Fund in support of the activities of the Office of the UN Special Coordinator for the Development in the Sahel,3.42,3984139.0,282
2021,SHA,United Nations Trust Fund on Contemporary Forms of Slavery,4.13,3984139.0,323
2021,SIM,Trust Fund in Support of the International Impartial and Independent Mechanism,2.12,3984139.0,168
2021,SNA,Trust Fund to promote information to United Nations staff about the work of the Organization (formerly Secretariat News Trust Fund),6.15,3984139.0,380
2021,SOP,Trust Fund for Peacebuilding in Somalia,1.33,3984139.0,93
2021,SVB,Trust Fund in Support of Victims of Sexual Exploitaion and Abuse,1.35,3984139.0,96
2021,SVC,Trust Fund in Support of the Office of the Special Representative of the Secretary-General on Sexual Violence in Conflict,1.36,3984139.0,99
2021,SVD,Trust Fund in Support of the Special Representative of the Secretary-General on Violence against Children,1.37,3984139.0,102
2021,SWE,Trust Fund for Support of Joint Inspection Unit (JIU) Activities,3.33,3984139.0,254
2021,SZA,Trust Fund in Support of Political Affairs,1.38,3984139.0,105
2021,TJA,Trust Fund to Assist States in the Judicial Settlement of Disputes through the International Court of Justice,2.9,3984139.0,160
2021,TLA,"Trust Fund for the United Nations Programme of Assistance in the Teaching, Study, Dissemination and Wider Appreciation of International Law",2.10,3984139.0,162
2021,TTA,United Nations Commission on International Trade Law Symposia,2.11,3984139.0,165
2021,TXB,Trust Fund for UNCTAD Technical Cooperation Projects,3.34,3984139.0,257
2021,UDF,United Nations Democracy Trust Fund,1.39,3984139.0,109
2021,UGA,Trust Fund for Security of Staff Members of the United Nations System,6.16,3984139.0,382
2021,UIC,Trust Fund for the United Nations Operation in Cote d'Ivoire,1.40,3984139.0,112
2021,UNN,Trust Fund for UNON Extrabudgetary,6.17,3984139.0,384
2021,UPR,Voluntary Fund for Financial and Technical Assistance for the Implementation of the Universal Periodic Review,4.15,3984139.0,326
2021,VPU,Voluntary Fund for Participation in the Universal Periodic Review,4.16,3984139.0,329
2021,VTA,Voluntary Technical Assistance Trust Fund to Support the Paticipation of Least Developed Countries and Small Island Developing States in the work of the Human Rights Council,4.17,3984139.0,332
2021,WAA,Trust Fund for Aging,3.35,3984139.0,262
2021,WKA,Trust Fund to Support the Work of the High-level Political Forum on Sustainable Development,3.36,3984139.0,264
2021,WOA,Trust Fund for the Follow-up to the World Summit for Social Development,3.37,3984139.0,267
2021,WVZ,ESCWA - Technical Cooperation Trust Fund,3.38,3984139.0,269
2021,XES,Trust Fund for Department of Economic and Social Affairs Capacity Development Programme,3.39,3984139.0,272
2021,YJA,Trust Fund for Alliance of Civilizations,3.40,3984139.0,275
2021,YRA,Trust Fund for Will and Gift to the UN,6.19,3984139.0,386
2022,ACM,Trust Fund in Support of General Assembly and Conference Management Activities,6.1,4017052.0,339
2022,AHA,Voluntary Fund for Advisory Services and Technical Assistance in the Field of Human Rights,4.1,4017052.0,282
2022,AMR,Trust Fund for the Annual Ministerial Review and the Development Cooperation Forum,3.1,4017052.0,173
2022,AMS,Trust Fund for the United Nations Integrated Transition Assistance Mission in Sudan,1.52,4017052.0,136
2022,ANC,Trust Fund for the Promotion of Social and Economic Development in Afghanistan,1.1,4017052.0,12
2022,BKT,ESCAP - Technical Cooperation Project Trust Funds - Local,3.2,4017052.0,176
2022,BTF,General Trust Fund for ESCAP Regional Activities,3.3,4017052.0,180
2022,BTS,ECLAC Santiago - Technical Cooperation Project Trust Funds,3.4,4017052.0,183
2022,CAF,Trust Fund in Support of Peacebuilding Efforts in the Central African Republic,1.2,4017052.0,14
2022,CCR,Trust Fund to Support the Coordination and Coherence of the Rule of Law Activities of the United Nations System,2.1,4017052.0,139
2022,CCS,Trust Fund for Climate Change Support,6.2,4017052.0,342
2022,CER,Central Emergency Response Fund,4.2,4017052.0,285
2022,CFE,Trust Fund for ECA Construction,6.21,4017052.0,386
2022,CHA,United Nations Voluntary Fund for Victims of Torture,4.3,4017052.0,289
2022,CIA,Trust Fund for a Human Rights Education Programme in Cambodia,4.4,4017052.0,292
2022,CIB,Trust Fund in Support of the Construction and Renovation of the United Nations Compound in Baghdad,1.3,4017052.0,16
2022,CLA,Trust Fund for Legal Affairs and Related Issues,2.2,4017052.0,142
2022,CLO,Trust Funds converted from IMIS to be closed,6.3,4017052.0,345
2022,CLR,Trust Fund Central Emergency Response Fund Loan component,4.5,4017052.0,295
2022,CNM,Trust Fund in Support of the Cameroon-Nigeria Border Demarcation and Other Activities Related to Preventive Diplomacy and Peacemaking,1.43,4017052.0,113
2022,COC,Trust Fund to Support Management and Reform Activities,6.4,4017052.0,347
2022,CPK,Trust Fund in Support Peacekeeping Activities,1.4,4017052.0,18
2022,CSA,Trust Fund for Case Studies on the Functioning of the Operational Activities for Development of the United Nations System,3.5,4017052.0,186
2022,CTD,Trust Fund for the Counter-Terrorism Committee Executive Directorate,1.5,4017052.0,21
2022,CTI,Trust Fund for Counter-Terrorism,1.6,4017052.0,24
2022,CYP,Trust Fund to Support Peace and Security in Cyprus,1.7,4017052.0,27
2022,DAA,United Nations Regional Centre for Peace and Disarmament in Africa,1.8,4017052.0,29
2022,DBA,"Trust Fund for the United Nations Regional Centre for Peace, Disarmament and Development in Latin America",1.9,4017052.0,32
2022,DDN,Trust Fund for the Strengthening of the Office of the Emergency Relief Coordinator,4.6,4017052.0,297
2022,DFA,Trust Fund for the United Nations Regional Centre for Peace and Disarmament in Asia,1.10,4017052.0,35
2022,DGA,Trust Fund for Global and Regional Disarmament Activities,1.11,4017052.0,38
2022,DGT,Sub-account for Supporting the Implementation of the Arms Trade Treaty and Programme of Action,1.12,4017052.0,41
2022,DJA,Trust Fund for the Establishment of a Joint Investigative Mechanism (gfj) Pursuant to rkp`o OOPR (OMNR),1.13,4017052.0,44
2022,DLA,Sasakawa - UNDRO Disaster Prevention Award Endowment Fund,4.7,4017052.0,301
2022,DRA,United Nations Institute for Disarmament Research,1.14,4017052.0,46
2022,DSA,Special Purpose Trust Fund for the Reinvigorated Resident Coordinator (RC) System,6.22,4017052.0,388
2022,DUN,Trust Fund for Digital Agenda,6.20,4017052.0,384
2022,DWA,Trust Fund for the United Nations Disarmament Information Programme,1.46,4017052.0,122
2022,DXA,Trust Fund for Disaster Reduction,4.8,4017052.0,303
2022,ECE,ECE Local Technical Co-operation Trust Funds,3.8,4017052.0,189
2022,ERA,Development Forum Trust Fund,5.1,4017052.0,331
2022,ESA,Trust Fund for Economic and Social Information,5.2,4017052.0,333
2022,ESW,Trust Fund in Support of the System-Wide Evaluation,6.26,4017052.0,399
2022,FII,Trust Fund on Indigenous Issues,3.11,4017052.0,193
2022,FYA,United Nations Trust Fund on Family Activities,3.12,4017052.0,196
2022,GAC,Trust Fund in Support of the Office of the President of the General Assembly,6.5,4017052.0,350
2022,GBA,Trust Fund for Statistical Development and Capacity Building,3.13,4017052.0,198
2022,GCU,United Nations Trust Fund for Government Contributions to UNICS,5.3,4017052.0,336
2022,GIV,Trust Fund to Support Global Impact and Vulnerability Alert System,6.6,4017052.0,353
2022,GKA,Global Compact Trust Fund,3.14,4017052.0,201
2022,GLA,Trust Fund in Support of the Office of the Special Envoy of the Secretary-General for the Great Lakes Region,1.16,4017052.0,49
2022,GTA,Trust Fund for German Language Translation,6.7,4017052.0,356
2022,GYA,Trust Fund for United Nations Integrated Peace Building Office in Guinea Bissau (UNIOGBIS),1.17,4017052.0,52
2022,HBP,Trust Fund for the Implementation of HLCM Plan of Action for the Harmonization of Business Practices in the United Nations system,6.8,4017052.0,359
2022,HCA,Trust Fund for the Support to the Activities of the Centre for Human Rights,4.9,4017052.0,306
2022,HCB,Host Country Agreements - rken (Volume 1),6.23,4017052.0,392
2022,HDM,ECA as Executing Agency for Miscellaneous Technical Co-operation Funds,3.15,4017052.0,204
2022,HIA,Trust Fund to Support Activities for the Follow-up to the International Conference on Financing for Development,3.16,4017052.0,207
2022,HKA,Trust Fund in Support of the Political Transition in Haiti,1.18,4017052.0,54
2022,HYA,Trust Fund for Human Security,4.10,4017052.0,310
2022,ICJ,Trust Fund for the Judicial Fellowship of the International Court of Justice,2.14,4017052.0,170
2022,IDA,United Nations Voluntary Fund on Disability,3.17,4017052.0,210
2022,IDP,African Institute for Economic Development and Planning,3.41,4017052.0,275
2022,IEA,United Nations Youth Fund,3.18,4017052.0,213
2022,IHA,United Nations Voluntary Fund for Indigenous Populations,4.11,4017052.0,313
2022,IIM,Trust Fund for the Independent Investigative Mechanism for Myanmar,2.13,4017052.0,167
2022,IIT,Trust Fund in Support of the Implementation of the rkp`o OPTV (OMNT),1.42,4017052.0,110
2022,JMS,Trust Fund for the AU-UN Joint Mediation Support Team (JMST) for Darfur,1.19,4017052.0,56
2022,JPO,Trust Fund for Junior Professional Officer Programme Administered by Department of Economic and Social Affairs,3.20,4017052.0,216
2022,JTA,Trust Fund for the Millennium Assembly and the Millennium Summit of the United Nations,6.9,4017052.0,362
2022,KDB,"Trust Fund to Support the Implementation of Community-based Assistance Projects of the Roma, Ashkali and Egyptian Communities in Kosovo",1.41,4017052.0,108
2022,KJA,Trust Fund to Assist Members of the Commission on the Limits of the Continental Shelf from Developing States to Participate in its Meetings,2.5,4017052.0,145
2022,KRT,UNAKRT - UN Assistance for the Khmer Rouge Trails,3.21,4017052.0,219
2022,KSA,Trust Fund in Support of the United Nations Forum on Forests,3.22,4017052.0,222
2022,KUA,Trust Fund to Assist Developing States in the Preparation of Submissions to the Commission on the Limits of the Continental Shelf,2.6,4017052.0,148
2022,LAC,ECLAC - Miscellaneous Project Accounts,3.23,4017052.0,225
2022,LEA,Library Endowment Fund,6.10,4017052.0,364
2022,LJA,Trust Fund for Special Projects of the Secretary-General,6.11,4017052.0,366
2022,LLA,Trust Fund in Support of the Department of Peacekeeping Operations,1.20,4017052.0,58
2022,LLB,Trust Fund in Support of the Department of Operational Support,1.44,4017052.0,116
2022,LLS,"Trust Fund in Support of Activities Undertaken by the Office of the High Representative for the Least Developed Countries, Landlocked Developing Countries and Small Island Developing States (OHRLLS)",3.24,4017052.0,227
2022,LMR,Trust Fund for Locally Mobilized Non-Core Support for the UN Resident Coordinator Offices,6.25,4017052.0,395
2022,LPD,Trust Fund to Support Lasting Peace in Darfur,1.21,4017052.0,61
2022,LRA,Trust Fund for the Financing of the Implementation of the Convention on Long-Range Transboundary Air Pollution,3.25,4017052.0,230
2022,LSS,Trust Fund for UNOG Local Support Services,6.12,4017052.0,369
2022,MIS,Trust Fund in Support of the African-led International Support Mission in the Central African Republic (MISCA),1.22,4017052.0,63
2022,MNA,Voluntary Trust Fund for Assistance in Mine Action,4.12,4017052.0,316
2022,MSM,Trust Fund in Support of the African-led International Support Mission in Mali,1.23,4017052.0,65
2022,MYM,Trust Fund in Support of Executing the Mandate of the Special Envoy of Secretary-General on Myanmar (SESG-Myanmar),1.50,4017052.0,133
2022,NAA,Trust Fund for the Support of Activities of OSAA to the New Partnership for Africa's Development (NEPAD) and Tokyo International Conference on African Development (TICAD) Process,3.27,4017052.0,233
2022,NGA,Trust Fund to Support Peace Process in the Democratic Republic of Congo,1.24,4017052.0,67
2022,NNA,Trust Fund for Children and Armed Conflict,1.25,4017052.0,69
2022,OAU,"Trust Fund to Support the rkl^r Pursuant to Security Councils OOPM (OMNS), OPTU (OMNT) and OQRT (OMNV)",1.45,4017052.0,119
2022,OTB,Trust Fund to Support the Launch and Operationalization of the Technology Bank for LDCs,3.28,4017052.0,236
2022,OUN,Technical Cooperation Trust Fund for One UN Projects Implemented by UNCTAD,3.29,4017052.0,239
2022,PDF,Trust Fund for United Nations Peace and Development,3.30,4017052.0,242
2022,PGA,Trust Fund for Population and Development,3.31,4017052.0,245
2022,PIA,Trust Fund for Public Awareness on Disarmament Affairs,1.47,4017052.0,125
2022,PIL,Trust Fund for the Office of Legal Affairs to Support the Promotion of International Law,2.7,4017052.0,150
2022,PSM,Trust Fund in Support of Peace and Security in Mali,1.27,4017052.0,72
2022,PSO,Trust Fund for the Peacebuilding Support Office,1.28,4017052.0,75
2022,PYA,Trust Fund for Preventive Action,1.29,4017052.0,78
2022,QGA,United Nations Fund for International Partnership (UNFIP),7.1,4017052.0,402
2022,QGB,Trust Fund for Partnerships,7.2,4017052.0,405
2022,QOA,United Nations Trust Fund for Enhancing Professional Capacity in Internal Oversight Functions,6.13,4017052.0,372
2022,RIA,United Nations Research Institute for Social Development,3.32,4017052.0,248
2022,RMB,Trust Fund to Support the Activities of the International Residual Mechanism for Criminal Tribunals,2.8,4017052.0,153
2022,ROD,Trust Fund in Support of the United Nations Register of Damage,1.30,4017052.0,80
2022,RSS,Trust Fund for the United Nations Mission in South Sudan,1.48,4017052.0,127
2022,SAU,Trust Fund in Support of the African Union Mission to Somalia (AMISOM),1.31,4017052.0,82
2022,SBA,Trust Fund in Support of United Nations Programme on Peaceful Uses of Outer Space,1.32,4017052.0,85
2022,SCC,Trust Fund to Support the Syrian Constitutional Committee,1.49,4017052.0,130
2022,SCS,Trust Fund in Support of the Activities of the Office of the UN Special Coordinator for the Development in the Sahel,3.42,4017052.0,279
2022,SHA,United Nations Trust Fund on Contemporary Forms of Slavery,4.13,4017052.0,319
2022,SIM,Trust Fund in Support of the International Impartial and Independent Mechanism,2.12,4017052.0,164
2022,SNA,Trust Fund to Promote Information to United Nations Staff about the Work of the Organization (formerly Secretariat News Trust Fund),6.15,4017052.0,374
2022,SOP,Trust Fund for Peacebuilding in Somalia,1.33,4017052.0,88
2022,SVB,Trust Fund in Support of Victims of Sexual Exploitation and Abuse,1.35,4017052.0,91
2022,SVC,Trust Fund in Support of the Office of the Special Representative of the Secretary-General on Sexual Violence in Conflict,1.36,4017052.0,94
2022,SVD,Trust Fund in Support of the Special Representative of the Secretary-General on Violence against Children,1.37,4017052.0,97
2022,SWE,Trust Fund for Support of Joint Inspection Unit (JIU) Activities,3.33,4017052.0,251
2022,SZA,Trust Fund in Support of Political Affairs,1.38,4017052.0,100
2022,TJA,Trust Fund to Assist States in the Judicial Settlement of Disputes through the International Court of Justice,2.9,4017052.0,156
2022,TLA,"Trust Fund for the United Nations Programme of Assistance in the Teaching, Study, Dissemination and Wider Appreciation of International Law",2.10,4017052.0,158
2022,TTA,United Nations Commission on International Trade Law Symposia,2.11,4017052.0,161
2022,TXB,Trust Fund for UNCTAD Technical Cooperation Projects,3.34,4017052.0,253
2022,UDF,United Nations Democracy Trust Fund,1.39,4017052.0,103
2022,UGA,Trust Fund for Security of Staff Members of the United Nations System,6.16,4017052.0,376
2022,UIC,Trust Fund for the United Nations Operation in Cote d'Ivoire,1.40,4017052.0,106
2022,UNN,Trust Fund for UNON Extrabudgetary,6.17,4017052.0,379
2022,UPR,Voluntary Fund for Financial and Technical Assistance for the Implementation of the Universal Periodic Review,4.15,4017052.0,322
2022,VPU,Voluntary Fund for Participation in the Universal Periodic Review,4.16,4017052.0,325
2022,VTA,Voluntary Technical Assistance Trust Fund to Support the Participation of Least Developed Countries and Small Island Developing States in the Work of the Human Rights Council,4.17,4017052.0,328
2022,WAA,Trust Fund for Aging,3.35,4017052.0,258
2022,WKA,Trust Fund to Support the Work of the High-level Political Forum on Sustainable Development,3.36,4017052.0,260
2022,WOA,Trust Fund for the Follow-up to the World Summit for Social Development,3.37,4017052.0,263
2022,WVZ,ESCWA - Technical Cooperation Trust Fund,3.38,4017052.0,266
2022,XES,Trust Fund for Department of Economic and Social Affairs Capacity Development Programme,3.39,4017052.0,269
2022,YJA,Trust Fund for Alliance of Civilizations,3.40,4017052.0,272
2022,YRA,Trust Fund for Will and Gift to the UN,6.19,4017052.0,381
2023,ACM,Trust Fund in Support of General Assembly and Conference Management Activities,6.1,4060617.0,350
2023,AHA,Voluntary Fund for Advisory Services and Technical Assistance in the Field of Human Rights,4.1,4060617.0,291
2023,AMR,Trust Fund for the Annual Ministerial Review and the Development Cooperation Forum,3.1,4060617.0,179
2023,AMS,Trust Fund for the United Nations Integrated Transition Assistance Mission in Sudan,1.52,4060617.0,140
2023,ANC,Trust Fund for the Promotion of Social and Economic Development in Afghanistan,1.1,4060617.0,12
2023,BKT,ESCAP - Technical Cooperation Project Trust Funds - Local,3.2,4060617.0,182
2023,BTF,General Trust Fund for ESCAP Regional Activities,3.3,4060617.0,186
2023,BTS,ECLAC Santiago - Technical Cooperation Project Trust Funds,3.4,4060617.0,189
2023,CAF,Trust Fund in Support of Peacebuilding Efforts in the Central African Republic,1.2,4060617.0,15
2023,CCR,Trust Fund to Support the Coordination and Coherence of the Rule of Law Activities of the United Nations System,2.1,4060617.0,145
2023,CCS,Trust Fund for Climate Change Support,6.2,4060617.0,352
2023,CER,Central Emergency Response Fund,4.2,4060617.0,294
2023,CFE,Trust Fund for ECA Construction,6.21,4060617.0,397
2023,CHA,United Nations Voluntary Fund for Victims of Torture,4.3,4060617.0,298
2023,CIA,Trust Fund for a Human Rights Education Programme in Cambodia,4.4,4060617.0,301
2023,CIB,Trust Fund in Support of the Construction and Renovation of the United Nations Compound in Baghdad,1.3,4060617.0,18
2023,CLA,Trust Fund for Legal Affairs and Related Issues,2.2,4060617.0,148
2023,CLO,Trust Funds converted from IMIS to be closed,6.3,4060617.0,355
2023,CLR,Trust Fund Central Emergency Response Fund Loan Component,4.5,4060617.0,304
2023,CNM,Trust Fund in Support of the Cameroon-Nigeria Border Demarcation and Other Activities Related to Preventive Diplomacy and Peacemaking,1.43,4060617.0,117
2023,COC,Trust Fund to Support Management and Reform Activities,6.4,4060617.0,357
2023,CPK,Trust Fund in Support Peacekeeping Activities,1.4,4060617.0,20
2023,CSA,Trust Fund for Case Studies on the Functioning of the Operational Activities for Development of the United Nations System,3.5,4060617.0,193
2023,CTD,Trust Fund for the Counter-Terrorism Committee Executive Directorate,1.5,4060617.0,23
2023,CTI,Trust Fund for Counter-Terrorism,1.6,4060617.0,26
2023,CYP,Trust Fund to Support Peace and Security in Cyprus,1.7,4060617.0,29
2023,DAA,United Nations Regional Centre for Peace and Disarmament in Africa,1.8,4060617.0,31
2023,DBA,"Trust Fund for the United Nations Regional Centre for Peace, Disarmament and Development in Latin America",1.9,4060617.0,34
2023,DDN,Trust Fund for the Strengthening of the Office of the Emergency Relief Coordinator,4.6,4060617.0,306
2023,DFA,Trust Fund for the United Nations Regional Centre for Peace and Disarmament in Asia,1.10,4060617.0,37
2023,DGA,Trust Fund for Global and Regional Disarmament Activities,1.11,4060617.0,40
2023,DGT,Sub-account for supporting the implementation of the Arms Trade Treaty and Programme of Action,1.12,4060617.0,43
2023,DJA,Trust Fund for the Establishment of a Joint Investigative Mechanism (gfj) Pursuant to rkp`o OOPR (OMNR),1.13,4060617.0,46
2023,DLA,Sasakawa - UNDRO Disaster Prevention Award Endowment Fund,4.7,4060617.0,310
2023,DRA,United Nations Institute for Disarmament Research,1.14,4060617.0,48
2023,DSA,Special Purpose Trust Fund for the Reinvigorated Resident Coordinator (RC) System,6.22,4060617.0,400
2023,DUN,Trust Fund for Digital Agenda,6.20,4060617.0,395
2023,DWA,Trust Fund for the United Nations Disarmament Information Programme,1.46,4060617.0,126
2023,DXA,Trust Fund for Disaster Reduction,4.8,4060617.0,312
2023,ECE,ECE Local Technical Co-operation Trust Funds,3.8,4060617.0,196
2023,ERA,Development Forum Trust Fund,5.1,4060617.0,341
2023,ESA,Trust Fund for Economic and Social Information,5.2,4060617.0,344
2023,ESW,Trust Fund in Support of the System-Wide Evaluation,6.26,4060617.0,411
2023,FII,Trust Fund on Indigenous Issues,3.11,4060617.0,200
2023,FYA,United Nations Trust Fund on Family Activities,3.12,4060617.0,203
2023,GAC,Trust Fund in Support of the Office of the President of the General Assembly,6.5,4060617.0,360
2023,GBA,Trust Fund for Statistical Development and Capacity Building,3.13,4060617.0,205
2023,GCU,United Nations Trust Fund for Government Contributions to UNICS,5.3,4060617.0,347
2023,GIV,Trust Fund to Support Global Impact and Vulnerability Alert System,6.6,4060617.0,363
2023,GKA,Global Compact Trust Fund,3.14,4060617.0,208
2023,GLA,Trust Fund in Support of the Office of the Special Envoy of the Secretary-General for the Great Lakes Region,1.16,4060617.0,51
2023,GTA,Trust Fund for German Language Translation,6.7,4060617.0,366
2023,HBP,Trust Fund for the Implementation of HLCM Plan of Action for the Harmonization of Business Practices in the United Nations System,6.8,4060617.0,369
2023,HCA,Trust Fund for the Support to the Activities of the Centre for Human Rights,4.9,4060617.0,315
2023,HCB,Host Country Agreements - rken (Volume 1),6.23,4060617.0,404
2023,HDM,ECA as Executing Agency for Miscellaneous Technical Co-operation Funds,3.15,4060617.0,211
2023,HIA,Trust Fund to Support Activities for the Follow-up to the International Conference on Financing for Development,3.16,4060617.0,214
2023,HKA,Trust Fund in Support of the Political Transition in Haiti,1.18,4060617.0,54
2023,HYA,Trust Fund for Human Security,4.10,4060617.0,320
2023,ICJ,Trust Fund for the Judicial Fellowship Programme of the International Court of Justice,2.14,4060617.0,176
2023,IDA,United Nations Voluntary Fund on Disability,3.17,4060617.0,217
2023,IDP,African Institute for Economic Development and Planning (IDEP),3.41,4060617.0,284
2023,IEA,United Nations Youth Fund,3.18,4060617.0,220
2023,IHA,United Nations Voluntary Fund for Indigenous Populations,4.11,4060617.0,323
2023,IIM,Trust Fund for the Independent Investigative Mechanism for Myanmar,2.13,4060617.0,173
2023,IIT,Trust Fund in Support of the Implementation of the rkp`o OPTV (OMNT),1.42,4060617.0,114
2023,JMS,Trust Fund for the AU-UN Joint Mediation Support Team (JMST) for Darfur,1.19,4060617.0,56
2023,JPO,Trust Fund for Junior Professional Officer Programme Administered by Department of Economic and Social Affairs,3.20,4060617.0,223
2023,JTA,Trust Fund for the Millennium Assembly and the Millennium Summit of the United Nations,6.9,4060617.0,371
2023,KDB,"Trust Fund to Support the Implementation of Community-based Assistance Projects of the Roma, Ashkali and Egyptian Communities in Kosovo",1.41,4060617.0,112
2023,KJA,Trust Fund to Assist Members of the Commission on the Limits of the Continental Shelf from Developing States to Participate in its Meetings,2.5,4060617.0,151
2023,KRT,UNAKRT - UN Assistance for the Khmer Rouge Trails,3.21,4060617.0,226
2023,KSA,Trust Fund in Support of the United Nations Forum on Forests,3.22,4060617.0,229
2023,KUA,Trust Fund to Assist Developing States in the Preparation of Submissions to the Commission on the Limits of the Continental Shelf,2.6,4060617.0,154
2023,LAC,ECLAC - Miscellaneous project accounts,3.23,4060617.0,232
2023,LEA,Library Endowment Fund,6.10,4060617.0,374
2023,LJA,Trust Fund for Special Projects of the Secretary-General,6.11,4060617.0,376
2023,LLA,Trust Fund in Support of the Department of Peacekeeping Operations,1.20,4060617.0,58
2023,LLB,Trust Fund in Support of the Department of Operational Support,1.44,4060617.0,120
2023,LLS,"Trust Fund in Support of Activities Undertaken by the Office of the High Representative for the Least Developed Countries, Landlocked Developing Countries and Small Island Developing States (OHRLLS)",3.24,4060617.0,234
2023,LMR,Trust Fund for Locally Mobilized Non-Core Support for the UN Resident Coordinator Offices,6.25,4060617.0,407
2023,LPD,Trust Fund to Support Lasting Peace in Darfur,1.21,4060617.0,61
2023,LRA,Trust Fund for the Financing of the Implementation of the Convention on Long-Range Transboundary Air Pollution,3.25,4060617.0,237
2023,LSS,Trust Fund for UNOG Local Support Services,6.12,4060617.0,379
2023,MIS,Trust Fund in Support of the African-led International Support Mission in the Central African Republic (MISCA),1.22,4060617.0,63
2023,MNA,Voluntary Trust Fund for Assistance in Mine Action,4.12,4060617.0,326
2023,MSM,Trust Fund in Support of the African-led International Support Mission in Mali,1.23,4060617.0,65
2023,MSS,Trust Fund in Support of the Multinational Security Support (MSS) Mission in Haiti,1.53,4060617.0,142
2023,MYM,Trust Fund in Support of Executing the Mandate of the Special Envoy of Secretary-General on Myanmar (SESG-Myanmar),1.50,4060617.0,137
2023,NAA,Trust Fund for the Support of Activities of OSAA to the New Partnership for Africa's Development (NEPAD) and Tokyo International Conference on African Development (TICAD) Process,3.27,4060617.0,240
2023,NGA,Trust Fund to Support Peace Process in the Democratic Republic of Congo,1.24,4060617.0,67
2023,NNA,Trust Fund for Children and Armed Conflict,1.25,4060617.0,69
